title,journal,authors,doi,published,abstract,url,tags
"Laboratory-Based Correlative Soft X-ray and Fluorescence Microscopy in
  an Integrated Setup",,"[{'name': 'Julius Reinhard'}, {'name': 'Sophia Kaleta'}, {'name': 'Johann Jakob Abel'}, {'name': 'Felix Wiesner'}, {'name': 'Martin Wünsche'}, {'name': 'Eric Seemann'}, {'name': 'Martin Westermann'}, {'name': 'Thomas Weber'}, {'name': 'Jan Nathanael'}, {'name': 'Alexander Iliou'}, {'name': 'Henryk Fiedorowicz'}, {'name': 'Falk Hillmann'}, {'name': 'Christian Eggeling'}, {'name': 'Gerhard G. Paulus'}, {'name': 'Silvio Fuchs'}]",,2023-04-19T08:11:56Z,"Correlative microscopy is a powerful technique that combines the advantages
of multiple imaging modalities to achieve a comprehensive understanding of
investigated samples. For example, fluorescence microscopy provides unique
functional contrast by imaging only specifically labeled components, especially
in biological samples. However, the achievable structural information on the
sample in its full complexity is limited. Here, the intrinsic label-free carbon
contrast of water window soft X-ray microscopy can complement fluorescence
images in a correlative approach ultimately combining nanoscale structural
resolution with functional contrast. However, soft X-ray microscopes are
complex and elaborate, and typically require a large-scale synchrotron
radiation source due to the demanding photon flux requirements. Yet, with
modern high-power lasers it has become possible to generate sufficient photon
flux from laser-produced plasmas, thus enabling laboratory-based setups. Here,
we present a compact table-top soft X-ray microscope with an integrated
epifluorescence modality for 'in-situ' correlative imaging. Samples remain in
place when switching between modalities, ensuring identical measurement
conditions and avoiding sample alteration or destruction. We demonstrate our
new method by multimodal images of several exemplary samples ranging from
nanoparticles to various multicolor labeled cell types. A structural resolution
of down to 50 nm was reached.",http://arxiv.org/abs/2304.14413v1,"[{'term': 'physics.ins-det', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'physics.optics', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Holographic realization of constant roll inflation and dark energy: An
  unified scenario",,"[{'name': ""Shin'ichi Nojiri""}, {'name': 'Sergei D. Odintsov'}, {'name': 'Tanmoy Paul'}]",10.1016/j.physletb.2023.137926,2023-04-19T06:05:42Z,"Based on generalized holographic formalism, we establish a holographic
realization of constant roll inflation during the early universe, where the
corresponding cut-off depends on the Hubble parameter and its derivatives (up
to the second order). The viability of this holographic constant roll inflation
with respect to the Planck data in turn puts a certain bound on the infrared
cut-off at the time of horizon crossing. Such holographic correspondence of
constant roll inflation is extended to the scenario where the infrared cut-off
is corrected by the ultraviolet one, which may originate due to quantum
effects. Besides the mere inflation, we further propose the holographic
realization of an $unified$ cosmic scenario from constant roll inflation (at
the early time) to the dark energy era (at the late time) with an intermediate
radiation dominated era followed by a Kamionkowski like reheating stage. In
such a unified holographic scenario, the inflationary quantities (like the
scalar spectral index and the tensor-to-scalar ratio) and the dark energy
quantities (like the dark energy EoS parameter and the present Hubble rate)
prove to be simultaneously compatible with observable constraints for suitable
ranges of the infrared cut-off and the other model parameters. Moreover the
curvature perturbations at super-Hubble scale prove to be a constant (with
time) during the entire cosmic era, which in turn ensures the stability of the
model under consideration.",http://arxiv.org/abs/2304.09436v1,"[{'term': 'gr-qc', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"AI-based Agents for Automated Robotic Endovascular Guidewire
  Manipulation",,"[{'name': 'Young-Ho Kim'}, {'name': 'Èric Lluch'}, {'name': 'Gulsun Mehmet'}, {'name': 'Florin C. Ghesu'}, {'name': 'Ankur Kapoor'}]",,2023-04-18T20:53:25Z,"Endovascular guidewire manipulation is essential for minimally-invasive
clinical applications (Percutaneous Coronary Intervention (PCI), Mechanical
thrombectomy techniques for acute ischemic stroke (AIS), or Transjugular
intrahepatic portosystemic shunt (TIPS)). All procedures commonly require 3D
vessel geometries from 3D CTA (Computed Tomography Angiography) images. During
these procedures, the clinician generally places a guiding catheter in the
ostium of the relevant vessel and then manipulates a wire through the catheter
and across the blockage. The clinician only uses X-ray fluoroscopy
intermittently to visualize and guide the catheter, guidewire, and other
devices. However, clinicians still passively control guidewires/catheters by
relying on limited indirect observation (i.e., 2D partial view of devices, and
intermittent updates due to radiation limit) from X-ray fluoroscopy. Modeling
and controlling the guidewire manipulation in coronary vessels remains
challenging because of the complicated interaction between guidewire motions
with different physical properties (i.e., loads, coating) and vessel geometries
with lumen conditions resulting in a highly non-linear system. This paper
introduces a scalable learning pipeline to train AI-based agent models toward
automated endovascular predictive device controls. First, we create a scalable
environment by pre-processing 3D CTA images, providing patient-specific 3D
vessel geometry and the centerline of the coronary. Next, we apply a large
quantity of randomly generated motion sequences from the proximal end to
generate wire states associated with each environment using a physics-based
device simulator. Then, we reformulate the control problem to a
sequence-to-sequence learning problem, in which we use a Transformer-based
model, trained to handle non-linear sequential forward/inverse transition
functions.",http://arxiv.org/abs/2304.09286v1,"[{'term': 'cs.RO', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Efficient simulations of ionized ISM emission lines: A detailed
  comparison between the FIRE high-redshift suite and observations",,"[{'name': 'Shengqi Yang'}, {'name': 'Adam Lidz'}, {'name': 'Aaron Smith'}, {'name': 'Andrew Benson'}, {'name': 'Hui Li'}]",,2023-04-18T19:50:02Z,"The Atacama Large Millimeter/Submillimeter Array (ALMA) in the sub-millimeter
and the James Webb Space Telescope (JWST) in the infrared have achieved robust
spectroscopic detections of emission lines from the interstellar medium (ISM)
in some of the first galaxies. These unprecedented measurements provide
valuable information regarding the ISM properties, stellar populations, galaxy
morphologies, and kinematics in these high-redshift galaxies and, in principle,
offer powerful tests of state-of-the-art galaxy formation models, as
implemented in hydrodynamical simulations. To facilitate direct comparisons
between simulations and observations, we develop a fast post-processing
pipeline for predicting the line emission from the HII regions around simulated
star particles, accounting for spatial variations in the surrounding gas
density, metallicity, temperature, and incident radiation spectrum. Our ISM
line emission model currently captures H$\alpha$, H$\beta$, and all of the
[OIII] and [OII] lines targeted by ALMA and the JWST at $z>6$. We illustrate
the power of this approach by applying our line emission model to the publicly
available FIRE high-$z$ simulation suite and perform a detailed comparison with
current observations. We show that the FIRE mass--metallicity relation is in
$1\sigma$ agreement with ALMA/JWST measurements after accounting for the
inhomogeneities in ISM properties. We also quantitatively validate the one-zone
model description, which is widely used for interpreting [OIII] and H$\beta$
line luminosity measurements. This model is publicly available and can be
implemented on top of a broad range of galaxy formation simulations for
comparison with JWST and ALMA measurements.",http://arxiv.org/abs/2304.09261v1,"[{'term': 'astro-ph.GA', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Towards Real-World Indoor Smart Electromagnetic Environments -- A
  Large-Scale Experimental Demonstration",,"[{'name': 'Arianna Benoni'}, {'name': 'Federico Capra'}, {'name': 'Marco Salucci'}, {'name': 'Andrea Massa'}]",,2023-04-18T18:03:14Z,"To the best of the authors' knowledge, this work presents the first
large-scale indoor experimental assessment of an implementation of the emerging
Smart ElectroMagnetic Environment (SEME) paradigm, which is based on the
deployment of static-passive EM skins (SP-EMSs) to enhance the coverage in a 5
[GHz] Wi-Fi network. Unlike standard (laboratory-based) validations reported in
the state-of-the-art (SoA) literature, the scenario at hand mimics a realistic
indoor environment to replicate as close as possible the user experience when
using commodity devices. Representative results from the experimental field
trials are re-ported to confirm the performance predictions arising from the
numerical studies and the tolerance analyses carried out with a commercial
ray-tracing (RT) tool. Besides experimentally validating the SEME idea, this
study is also aimed at (roughly) quantifying the economic advantage of a SEME
implementation, relying on simple-manufacturing/low-cost field manipulating
devices without any additional biasing circuitry, with respect to standard
approaches that imply the densification of the active radiating sources.",http://arxiv.org/abs/2304.09211v1,"[{'term': 'eess.SY', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'cs.SY', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Lattice deformation at the sub-micron scale: X-ray nanobeam measurements
  of elastic strain in electron shuttling devices",,"[{'name': 'C. Corley-Wiciak'}, {'name': 'M. H. Zoellner'}, {'name': 'I. Zaitsev'}, {'name': 'K. Anand'}, {'name': 'E. Zatterin'}, {'name': 'Y. Yamamoto'}, {'name': 'A. A. Corley-Wiciak'}, {'name': 'F. Reichmann'}, {'name': 'W. Langheinrich'}, {'name': 'L. R. Schreiber'}, {'name': 'C. L. Manganelli'}, {'name': 'M. Virgilio'}, {'name': 'C. Richter'}, {'name': 'G. Capellini'}]",,2023-04-18T16:36:32Z,"The lattice strain induced by metallic electrodes can impair the
functionality of advanced quantum devices operating with electron or hole
spins. Here we investigate the deformation induced by CMOS-manufactured
titanium nitride electrodes on the lattice of a buried, 10 nm-thick Si/SiGe
Quantum Well by means of nanobeam Scanning X-ray Diffraction Microscopy. We
were able to measure TiN electrode-induced local modulations of the strain
tensor components in the range of $2 - 8 \times 10^{-4}$ with ~60 nm lateral
resolution. We have evaluated that these strain fluctuations are reflected into
local modulations of the potential of the conduction band minimum larger than 2
meV, which is close to the orbital energy of an electrostatic quantum dot. We
observe that the sign of the strain modulations at a given depth of the quantum
well layer depends on the lateral dimensions of the electrodes. Since our work
explores the impact of device geometry on the strain-induced energy landscape,
it enables further optimization of the design of scaled CMOS-processed quantum
devices.",http://arxiv.org/abs/2304.09120v1,"[{'term': 'cond-mat.mtrl-sci', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'physics.app-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"The role of plasma-atom and molecule interactions on power \& particle
  balance during detachment on the MAST Upgrade Super-X divertor",,"[{'name': 'Kevin Verhaegh'}, {'name': 'Bruce Lipschultz'}, {'name': 'James Harrison'}, {'name': 'Fabio Federici'}, {'name': 'David Moulton'}, {'name': 'Nicola Lonigro'}, {'name': ""Martin O'Mullane""}, {'name': 'Nick Osborne'}, {'name': 'Peter Ryan'}, {'name': 'Tijs Wijkamp'}, {'name': 'Bob Kool'}, {'name': 'Christian Theiler'}, {'name': 'Andrew Thornton'}]",,2023-04-18T16:14:28Z,"First quantitative analysis of the detachment processes in the MAST Upgrade
Super-X divertor show an unprecedented impact of plasma-molecular interactions
involving molecular ions (likely $D_2^+$), resulting in strong ion sinks,
leading to a reduction of ion target flux. This starts to occur as the
ionisation source detaches from the target, leading to a build-up of molecules
below the ionisation source who get excited, resulting in Molecular Activated
Recombination (MAR) and Dissociation (MAD). The particle sinks in the divertor
chamber exceed the ion sources in the middle of the detached operational regime
before electron-ion recombination (EIR) starts to occur, demonstrating the
strong capabilities for particle exhaust in the Super-X Configuration. MAD is
the dominant volumetric neutral atom creation mechanism and results in
significant power losses. This, combined with electron-impact excitation
preceding ionisation, are the dominant power loss mechanisms in the divertor
chamber. As the plasma becomes more deeply detached, EIR starts to occur and
electron temperatures below 0.2 eV are achieved. Even at such low electron
temperature conditions, MAR is observed to be an important ion sink mechanism,
which suggests the presence of highly vibrationally excited molecules in the
cold detached regime. The total radiative power loss is consistent with
extrapolations of spectroscopic inferences to hydrogenic radiative power
losses, which suggests that intrinsic impurity radiation, despite the carbon
walls, is minor. These observations are observed in Ohmic L-mode, ELM-free
H-mode and type I ELMy H-mode discharges.",http://arxiv.org/abs/2304.09109v1,"[{'term': 'physics.plasm-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
On the global temperature of the Schwarzschild-de Sitter spacetime,,[{'name': 'G. E. Volovik'}],,2023-04-18T13:20:02Z,"It is shown that the Schwarzschild-de Sitter (SdS) spacetime has the
fundamental temperature. This temperature describes the thermal processes of
decay of the composite particles and the other processes, which are
energetically forbidden in the Minkowski spacetime, but are allowed in the de
Sitter and in SdS backgrounds. In particular, this temperature describes the
probability of ionization of the atom in the SdS, which is observed by the
stationary observer at the point where the shift function (velocity) in the
Arnowitt-Deser-Misner formalism changes sign. This activation temperature does
not depend on the black hole mass and is fully determined by the Hubble
parameter, $T_{\rm SdS}=\sqrt{3}H/\pi$. This temperature is twice the
Bousso-Hawking temperature $T_{\rm BH}$, which characterizes the limit of
degenerate Lorentzian Schwarzschild-de Sitter universe, when the cosmological
and black hole horizons are close to each other, $T_{\rm SdS}=2T_{\rm BH}$.
  The similar doubling of the temperature of Hawking radiation is known in the
pure de Sitter spacetime, where the corresponding local temperature describing
the ionization of atoms is twice the Gibbons-Hawking temperature, $T_{\rm
dS}=2T_{\rm GH}=H/\pi$. We suggest that the activation temperature $T_{\rm dS}$
can be considered as the thermodynamic temperature of the de Sitter state,
which determines the local entropy in this state, $s=3H/4G$.",http://arxiv.org/abs/2304.09847v7,"[{'term': 'gr-qc', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'hep-th', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Spatial profiles of collimated laser Compton-scattering $γ$-ray
  beams",,"[{'name': 'Takashi Ari-Izumi'}, {'name': 'Ioana Gheorghe'}, {'name': 'Dan Filipescu'}, {'name': 'Satoshi Hashimoto'}, {'name': 'Shuji Miyamoto'}, {'name': 'Hiroaki Utsunomiya'}]",,2023-04-18T12:25:05Z,"The intensity and energy spatial distributions of collimated laser Compton
scattering (LCS) $\gamma$-ray beams and of the associated bremsstrahlung beams
have been investigated as functions of the electron beam energy, electron beam
phase space distribution, laser optics conditions and laser polarization. We
show that the beam halo is affected to different extents by variations in the
above listed parameters. In the present work, we have used laser Compton
scattering simulations performed with the \texttt{eliLaBr} code
(https://github.com/dan-mihai-filipescu/eliLaBr) and real LCS and
bremsstrahlung $\gamma$-ray beams produced at the NewSUBARU synchrotron
radiation facility. A 500~$\mu$m MiniPIX X-ray camera was used as beamspot
monitor in a wide $\gamma$-ray beam energy range between 1.73~MeV and 38.1~MeV.",http://arxiv.org/abs/2304.08935v1,"[{'term': 'physics.ins-det', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'physics.acc-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
Electron irradiation: from test to material tayloring,,"[{'name': 'A. Alessi'}, {'name': 'O. Cavani'}, {'name': 'R. Grasset'}, {'name': 'H. -J. Drouhin'}, {'name': 'V. I. Safarov'}, {'name': 'M. Konczykowski'}]",,2023-04-18T11:25:26Z,"In this article, we report some examples of how high-energy electron
irradiation can be used as a tool for shaping material properties turning the
generation of point-defects into an advantage beyond the presumed degradation
of the properties. Such an approach is radically different from what often
occurs when irradiation is used as a test for radiation hard materials or
devices degradation in harsh environments. We illustrate the potential of this
emerging technique by results obtained on two families of materials, namely
semiconductors and superconductors.",http://arxiv.org/abs/2304.08907v1,"[{'term': 'cond-mat.mtrl-sci', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Making Thermal Imaging More Equitable and Accurate: Resolving Solar
  Loading Biases",,"[{'name': 'Ellin Q. Zhao'}, {'name': 'Alexander Vilesov'}, {'name': 'Shreeram Athreya'}, {'name': 'Pradyumna Chari'}, {'name': 'Jeanette Merlos'}, {'name': 'Kendall Millett'}, {'name': 'Nia St. Cyr'}, {'name': 'Laleh Jalilian'}, {'name': 'Achuta Kadambi'}]",,2023-04-18T08:56:04Z,"Thermal cameras and thermal point detectors are used to measure the
temperature of human skin. These are important devices that are used everyday
in clinical and mass screening settings, particularly in an epidemic.
Unfortunately, despite the wide use of thermal sensors, the temperature
estimates from thermal sensors do not work well in uncontrolled scene
conditions. Previous work has studied the effect of wind and other environment
factors on skin temperature, but has not considered the heating effect from
sunlight, which is termed solar loading. Existing device manufacturers
recommend that a subject who has been outdoors in sun re-acclimate to an indoor
environment after a waiting period. The waiting period, up to 30 minutes, is
insufficient for a rapid screening tool. Moreover, the error bias from solar
loading is greater for darker skin tones since melanin absorbs solar radiation.
This paper explores two approaches to address this problem. The first approach
uses transient behavior of cooling to more quickly extrapolate the steady state
temperature. A second approach explores the spatial modulation of solar
loading, to propose single-shot correction with a wide-field thermal camera. A
real world dataset comprising of thermal point, thermal image, subjective, and
objective measurements of melanin is collected with statistical significance
for the effect size observed. The single-shot correction scheme is shown to
eliminate solar loading bias in the time of a typical frame exposure (33ms).",http://arxiv.org/abs/2304.08832v1,"[{'term': 'eess.IV', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Quantum atmosphere effective radii for different spin fields from
  quantum gravity inspired black holes",,[{'name': 'Douglas M. Gingrich'}],,2023-04-18T04:52:52Z,"Quantum atmosphere effective radii for the emission of spin-0, -1/2, -1, and
-2 massless fields from Schwarzschild, Tangherlini, non-commutative geometry
inspired, and polymeric black holes are calculated. The power observed from the
black hole at spatial infinity taking greybody factors into account is compared
to an equal-power black-body radiator of the same temperature but different
effective radius. A large range of different radii are obtained for different
spin fields and black holes. The equal-power black-body effective radius is
not, in general, a good proxy for the location of the quantum atmosphere.",http://arxiv.org/abs/2304.08729v1,"[{'term': 'gr-qc', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'hep-th', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
Two-injection scenario for the hard X-ray excess observed in Mrk 421,,"[{'name': 'Wen Hu'}, {'name': 'Da-hai Yan'}, {'name': 'Qiang-lin Hu'}]",10.3847/1538-4357/accc2e,2023-04-18T04:44:54Z,"An interesting result recently reported for Mrk 421 is the detection of a
significant excess at hard X-ray energies, which could provide useful
information for investigating particle acceleration and emission mechanisms in
the relativistic jet. Considering a two-injection scenario, we develop a
self-consistent one-zone leptonic model to understand the origin of the hard
X-ray excess in Mrk 421 during the period of extremely low X-ray and very high
energy (VHE) flux in 2013 January. In the model, two populations of
mono-energetic ultrarelativistic electrons are injected into the emission
region that is a magnetized plasmoid propagating along the blazar jet. We
numerically calculate the emitting electron energy distribution by solving a
kinetic equation that incorporates both shock acceleration and stochastic
acceleration processes. Moreover, we infer analytic expressions relating
electrons acceleration, cooling, escape and injection to the observed spectra
and variability. For the injection luminosity in particular, we derive a new
approximate analytical expression for the case of continual injection with a
mono-energetic distribution. Based on a comparison between the theoretical
predictions and the observed SED, we conclude that the hard X-ray excess
observed in Mrk 421 may be due to the synchrotron radiation emitted by an
additional electrons population, which is co-spatial with an electron
population producing simultaneous Optical/UV, soft X-ray, and $\gamma$-ray
emissions. The stochastic acceleration may play a major role in producing the
observed X-ray spectrum.",http://arxiv.org/abs/2304.08726v1,"[{'term': 'astro-ph.HE', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
Long-lived Higgsino pairs decaying within the LHC detectors,,"[{'name': 'Francesca Borzumati'}, {'name': 'Kaoru Hagiwara'}, {'name': 'Kentarou Mawatari'}, {'name': 'Youichi Yamada'}, {'name': 'Toshifumi Yamashita'}]",,2023-04-18T04:19:39Z,"Pair-produced long-lived lightest Higgsinos decaying within a few meters in
the LHC detectors are considered. The relatively light nearly-pure Higgsino
states object of this study are those of a supersymmetric minimal model with
gauge-mediated supersymmetry breaking and heavy sfermions and gauginos. The
heavier Higgsinos decay instantly into the lightest one, with very little
activities. Hence, all pair-produced Higgsinos end up as a pair of the lightest
neutral Higgsinos, possibly long lived and decaying into the gravitino and
either the Higgs or the Z boson. If they decay inside the detectors, these
bosons deposit huge energies in the calorimeters. The cross section $\sigma_2$
($\sigma_1$) for the events with two (at least one) decaying-in-flight lightest
Higgsinos is examined. The combination $(\sigma_1)^2/\sigma_2$ is found to be
almost insensitive to the lightest Higgsino lifetime, thereby providing a good
variable to measure its mass. The ratio $\sigma_1/\sigma_2$, instead, mildly
dependent on its mass, can give good information on its lifetime. It is argued
that the lightest Higgsinos in the events are rather slow, as the very
relativistic ones escape away. Thus, the initial state radiations tend to be
soft and a trigger system appropriate for such events is necessary to detect
them.",http://arxiv.org/abs/2304.08719v1,"[{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
Emerging planetary nebulae within 3D spiral patterns,,"[{'name': 'V. Lora'}, {'name': 'J. A. Toalá'}, {'name': 'J. I. González-Carbajal'}, {'name': 'M. A. Guerrero'}, {'name': 'A. Esquivel'}, {'name': 'G. Ramos-Larios'}]",10.1093/mnras/stad1170,2023-04-18T00:13:39Z,"We present the first 3D radiation-hydrodynamic simulations of the formation
of planetary nebulae (PNe) emerging from 3D spiral patterns. We use the GUACHO
code to create 3D spiral structures as a consequence of the distortions on the
geometry of the intrinsically isotropic wind of an asymptotic giant branch
(AGB) star produced by a companion star in a circular orbit. We found that the
orbital period of the binary producing the 3D spiral pattern has consequences
on the formation and shaping of the PN itself. Stellar systems with longer
period create less entwined 3D spirals, producing PNe with rounder inner
cavities, and prevent the expansion of jet towards the polar directions. The
spiral fitting procedure used in the literature to predict the binary's orbital
period may be misleading in the case of proto-PNe and PNe as spiral patterns
are diluted by their own thermal expansion down to the average AGB density
profile within a few hundred years and are further disrupted by the action of
jets. By adopting a phase of jet ejections between the AGB and post-AGB stages,
we are able to recover the morphologies of proto-PNe and PNe that exhibit
ring-like structures in their halos.",http://arxiv.org/abs/2304.08668v1,"[{'term': 'astro-ph.SR', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'astro-ph.GA', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
Constraints on extended Jordan-Brans-Dicke gravity,,"[{'name': 'Kunio Kaneta'}, {'name': 'Kin-ya Oda'}, {'name': 'Motohiko Yoshimura'}]",,2023-04-17T23:16:05Z,"Cosmological analysis of extended Jordan-Brans-Dicke (eJBD) gravity is
presented in the Einstein metric frame in which gravitational interaction is
readily understandable. Our formulation is the first systematic investigation
of how to introduce lagrangian of standard particle physics in eJBD framework
consistently with the general principle of spontaneously broken gauge symmetry,
which makes it possible to confront eJBD-based cosmology with observational and
laboratory bounds on time variation of parameters, masses, and coupling
constants, caused by time evolution of eJBD fields. Decomposition of standard
particle physics lagrangian into independent gauge invariant pieces is proposed
to avoid serious conflict that may arise from standard lagrangian transformed
from the Jordan frame. Independent conformal factors are assigned to each of
five gauge invariant pieces. The formulation is most unambiguously made
possible by defining fields having canonical kinetic terms that allow us to use
the canonical quantization rule of field theory. This construction gives as one
of its consequences the canonical eJBD field $\chi$ that couples to the
universal fermion current, a linear combination of baryon and lepton number
currents, $\partial_{\mu} \chi (\frac{1}{3} j_B^{\mu} + j_L^{\mu})$, in
addition to the conventional trace of the energy-momentum tensor. Field
equation of eJBD field along with gravitational equation is analyzed by using a
simplified polynomial class of potential and conformal functions, giving time
evolution of radiation, matter and dark energy densities consistent with
observations when an appropriate set of model parameters are used. Finite
temperature corrections are further calculated to give temperature dependent
terms in eJBD field potential.",http://arxiv.org/abs/2304.08656v1,"[{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'gr-qc', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"The Way of Water: ALMA resolves H2O emission lines in a strongly lensed
  dusty star-forming galaxy at z $\sim$ 3.1",,"[{'name': 'F. Perrotta'}, {'name': 'M. Giulietti'}, {'name': 'M. Massardi'}, {'name': 'G. Gandolfi'}, {'name': 'T. Ronconi'}, {'name': 'M. V. Zanchettin'}, {'name': ""Q. D'Amato""}, {'name': 'M. Behiri.'}, {'name': 'M. Torsello'}, {'name': 'F. Gabrielli'}, {'name': 'L. Boco'}, {'name': 'V. Galluzzi'}, {'name': 'A. Lapi'}]",,2023-04-17T19:01:01Z,"We report ALMA high-resolution observations of water emission lines
$p-{\rm{H_2O}} (2_{02}-1_{11}$), $o-{\rm{H_2O}} (3_{21}-3_{12})$,
$p-{\rm{H_2O}} (4_{22}-4_{13})$, in the strongly lensed galaxy
HATLASJ113526.2-01460 at redshift z $\sim$ 3.1. From the lensing-reconstructed
maps of water emission and line profiles, we infer the general physical
properties of the ISM in the molecular clouds where the lines arise. We find
that the water vapor lines $o-{\rm{H_2O}} (3_{21}-3_{12})$, $p-{\rm{H_2O}}
(4_{22}-4_{13})$ are mainly excited by FIR pumping from dust radiation in a
warm and dense environment, with dust temperatures ranging from 70 K to $\sim
100$ K, as suggested by the line ratios. The $p-{\rm{H_2O}} (2_{02}-1_{11})$
line instead, is excited by a complex interplay between FIR pumping and
collisional excitation in the dense core of the star-forming region. This
scenario is also supported by the detection of the medium-level excitation of
CO resulting in the line emission CO (J=8-7). Thanks to the unprecedented high
resolution offered by the combination of ALMA capabilities and gravitational
lensing, we discern the different phases of the ISM and locate the hot
molecular clouds into a physical scale of $\sim$ 500 pc. We discuss the
possibility of J1135 hosting an AGN in its accretion phase. Finally, we
determine the relation between the water emission lines and the total IR
luminosity of J1135, as well as the SFR as a function of water emission
intensities, comparing the outcomes to local and high-$z$ galactic samples from
the literature.",http://arxiv.org/abs/2304.08563v2,"[{'term': 'astro-ph.GA', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"The Physics of Indirect Estimators of Lyman Continuum Escape and their
  Application to High-Redshift JWST Galaxies",,"[{'name': 'Nicholas Choustikov'}, {'name': 'Harley Katz'}, {'name': 'Aayush Saxena'}, {'name': 'Alex J. Cameron'}, {'name': 'Julien Devriendt'}, {'name': 'Adrianne Slyz'}, {'name': 'Joki Rosdahl'}, {'name': 'Jeremy Blaizot'}, {'name': 'Leo Michel-Dansac'}]",,2023-04-17T18:00:50Z,"Reliable indirect diagnostics of LyC photon escape from galaxies are required
to understand which sources were the dominant contributors to reionization.
While multiple escape fraction ($f_{\rm esc}$) indicators have been proposed to
trace favourable conditions for LyC leakage from the interstellar medium of
low-redshift ``analog'' galaxies, it remains unclear whether these are
applicable at high redshifts where LyC emission cannot be directly observed.
Using a library of 14,120 mock spectra of star-forming galaxies with redshifts
$4.64 \leq z \leq 10$ from the SPHINX$^{20}$ cosmological radiation
hydrodynamics simulation, we develop a framework for the physics that leads to
high $f_{\rm esc}$. We investigate LyC leakage from our galaxies based on the
criteria that successful LyC escape diagnostics must \textit{i)} track a high
specific star formation rate, \textit{ii)} be sensitive to stellar population
age in the range $3.5-10$~Myr representing the times when supernova first
explode to when LyC production significantly drops, and \textit{iii)} include a
proxy for neutral gas content and gas density in the interstellar medium. ${\rm
O}_{32}$, $\Sigma_{\rm SFR}$, M$_{\rm UV}$, and H$\beta$ equivalent width
select for one or fewer of our criteria, rendering them either necessary but
insufficient or generally poor diagnostics. In contrast, UV slope ($\beta$),
and ${\rm E(B-V)}$ match two or more of our criteria, rendering them good
$f_{\rm esc}$ diagnostics (albeit with significant scatter). Using our library,
we build a quantitative model for predicting $f_{\rm esc}$ based on $\beta$,
${\rm E(B-V)}$, H$\beta$, M$_{\rm UV}$, ${\rm R_{23}}$, and ${\rm O_{32}}$.
When applied to bright $z > 6$ Ly$\alpha$ emitters observed with JWST, we find
that the majority of them have $f_{\rm esc} \lesssim 10\%$.",http://arxiv.org/abs/2304.08526v1,"[{'term': 'astro-ph.GA', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
Message in a bottle: energy extraction from bouncing geometries,,"[{'name': 'Vitor Cardoso'}, {'name': 'João L. Costa'}, {'name': 'José Natário'}, {'name': 'Zhen Zhong'}]",,2023-04-17T18:00:04Z,"Quantum gravity phenomenology suggests the interesting possibility that black
holes are not eternal. Collapse could be halted by some unknown mechanism, or
Hawking radiation might leave behind a regular spacetime. Here we investigate a
simple bouncing geometry, with (outer and inner) apparent horizons but no event
horizon. We show that the inner horizon blueshifts radiation, which can lead to
a gigantic amplification of energy observable from far away regions. Thus, if
such phenomena exists in our universe, they can power high-energy bursts at
late stages in their lives, when the horizons disappear and spacetime bounces
back to a flat geometry.",http://arxiv.org/abs/2304.08520v2,"[{'term': 'gr-qc', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'hep-th', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
